Date,Cleaned_Text,Sentiment,Sentiment_Score,LikesCount,CommentsCount
2022-12-22 17:20:18+00:00,another graph listened randall carlson talk historic temperature sea level change source information nasa go recordsid like compare chart nasa chart go back around year ago,Positive,0.3612,10,27.0
2022-12-22 17:13:36+00:00,denier dont realize may degree colder much warmer somewhere else planet thermal energy doesnt disappear,Positive,0.354,38,1.0
2022-12-22 17:14:46+00:00,nasa climate change well climate station dispersed assumption made term comparability data back make much sense post data point individual month,Positive,0.2732,28,26.0
2022-12-23 03:05:33+00:00,temperature increase constantly rising data suggest extreme frequent hope also include extreme maybe next extreme predicted,Positive,0.6369,0,
2022-12-23 02:49:39+00:00,pleasenasa climate change every year world emits billion ton greenhouse gas atmosphere prevent climate catastrophe need reduce number zero year must act sothis measure general consumption rate planet year ad know general consumption rate year ad thank much answer love wish continued success,Positive,0.8442,1,6.0
2022-12-23 13:58:31+00:00,,Neutral,0.0,0,
2022-12-23 01:46:05+00:00,stage like temperature drop graph,Positive,0.1027,0,2.0
2022-12-22 16:55:15+00:00,,Neutral,0.0,0,
2023-01-12 00:14:21+00:00,next time youre sitting bumper bumper traffic car lined see realize every car expels pound carbon per gallon burned add,Negative,-0.3818,0,
2022-12-22 17:13:44+00:00,cite cold day evidence global warming stephen colbert said world hunger ate lunch,Negative,-0.1027,55,2.0
2023-01-09 19:11:04+00:00,area country pa lot snow plowing people republican emission law karma btch,Neutral,0.0,0,
2022-12-22 23:58:58+00:00,politician keep hand scientist well done nasa forreal,Positive,0.6486,0,
2022-12-23 13:49:13+00:00,funny every winter big blizzard clown use proof global warming true unfortunately significant percentage american vehemently deny reality human induced global warning based fact solely based political following science denial republican party one biggest threat planet,Positive,0.0516,3,
2022-12-24 11:48:53+00:00,men argue nature act,Negative,-0.34,0,
2022-12-22 18:47:19+00:00,never seen loess spelled way must american spelling,Neutral,0.0,0,2.0
2022-12-23 07:24:02+00:00,despite amazing scientific research single government world prepared address problem fossil fuel,Negative,-0.5956,1,1.0
2022-12-25 14:58:52+00:00,bring student lacking skill speed greenhouse gas global warming made graphicsrich resource ela sped student became requested college prep honor student starting greenhouse carefully move one idea next bringing student need next link offer deeper related resource humancaused atmospheric change ozone layer cfc global warming stopped global warming industry knew climate change global warming isnt natural here know climate skeptic like galileo cause california wildfire discovery global warming full century ago globalwarming climatechange teacher ngss stem ecology,Positive,0.7423,1,
2022-12-24 12:00:57+00:00,youve wrong warming since last ice age k year ago guess another ice age one day giant cycle,Negative,-0.3612,0,
2023-01-10 02:22:24+00:00,wow crazy stats,Positive,0.34,0,
2022-12-23 00:55:51+00:00,anyone think impact environment beyond ignorant,Negative,-0.2732,0,
2022-12-22 18:39:09+00:00,subir un grado e demasiado,Neutral,0.0,0,
2022-12-28 16:43:24+00:00,people cause explain still arent ice agein fact people cause climate change explain ice age recovery since cold kill people warm maybe bit global warming good thing,Negative,-0.0772,0,2.0
2022-12-22 23:09:19+00:00,weather like clothes wear particular day climate content wardrobe,Positive,0.3612,1,
2022-12-23 21:54:24+00:00,pourquoi prendre le mois de dcembre ok cest lhiver dans le nord mais cest lt dans le sud,Positive,0.296,0,
2022-12-23 00:22:47+00:00,nous acclrons toujours depuis,Neutral,0.0,0,
2022-12-23 20:20:44+00:00,nasa cant say humancausedglobalwarming doesnt mean selfexonerating pseudonym like global warming climate change land bullseye institutional denialism,Positive,0.4767,0,1.0
2022-12-24 02:07:52+00:00,started industrial age beyond never planet history rapid steady increase significant warming since beginning industrial age one pandemic shut planet drastically reduced amount carbon emission drastically noticeably positive effect slowed activity dramatic instant cant decide global slow down periodically maybe one month every year,Positive,0.8074,1,
2022-12-28 23:28:24+00:00,denier im going say short ignorance isnt bliss mean youre ignorant honestly,Negative,-0.7268,0,
2022-12-23 00:52:06+00:00,many muppets trying argue scientist satellite data hahaha,Positive,0.296,0,
2022-12-22 22:10:28+00:00,ill bet talking global cooling,Negative,-0.4215,0,
2022-12-28 15:52:52+00:00,,Neutral,0.0,0,
2023-01-11 05:28:35+00:00,fake number,Negative,-0.4215,0,
2022-12-23 02:33:48+00:00,many people understand basic fact weather climate,Neutral,0.0,4,1.0
2023-01-11 04:17:21+00:00,people absolutely nut,Neutral,0.0,0,
2023-01-06 19:05:40+00:00,greenhouse effect concerned infrared radiation given earth sun radiation basically pass oxygen nitrogen earth atmosphere land earth surface absorbed reflected back atmosphere part radiation bounce greenhouse gas return absorbed earth greenhouse gas ghgs water vapor ho carbon dioxide co nitrous oxide methane ch long co remain atmosphere difficult question several process remove carbon dioxide atmosphere co released air dissolve ocean period year rest removed several hundred thousand year according ipcc fourth assessment report co increase removed atmosphere within year another removed within century remaining may stay atmosphere thousand year mean could stop carbon dioxide emission tomorrow carbon dioxide atmosphere would continue warm climate thousand year methane ch contrast persists year thus even though methane time potent carbon dioxide effect relatively shortlived furthermore methane increased ppb ppb today notice part per billion part per million emission carbon dioxide atmosphere causing global warming much earth warm year depends upon many billion ton carbon dioxide emitted atmosphere general rule trillion ton additional carbon dioxide atmosphere actually billion translate ppm additional carbon dioxide also ppm additional carbon dioxide translates f c global warming verified fact preindustrial carbon dioxide ppm ppm period planet warmed c scientist measured amount atmospheric carbon dioxide corresponds ppm found corresponds billion metric ton co atmosphere therefore order increase global temperature c would need x billion billion metric ton carbon dioxide metric ton equal kilogram x pound u country world use metric ton world pumped billion metric ton u gt carbon dioxide atmosphere average per caput emission carbon dioxide metric ton per person per year year billion people therefore businessasusual scenario expect world emit x billion metric ton atmosphere per year average billion ton next year ie accumulation trillion ton co less tt due carbon sink ocean almost saturated co world accumulation tt carbon atmosphere dividing trillion ton co million c f mean world f warmer rise sea level come two distinct process water expansion foot due added f increased temperature melting ice mainly greenland foot antarctica foot total foot well increased extraction groundwater due irrigation although usually notice water expands slightly get warmer second potentially greater contribution rising sea level come melting glacial ice antarctica ice greenland ice trillion ton ice remaining tied continental glacier except himalaya melt greenland completely melt raise sea level foot meter antarctica completely melt add foot meter sea level rise year predict fossil fuel almost depleted coal may last temperature rise level model predicts greenland losing gt ice per year end century resulting foot sea level rise addition antarctica add another foot sea level rise adding foot thermal warming result sea level rise foot add foot due melting west antarctic ice sheet wais due collapse pine island thwaites glacier foot sea level rise end century noaa national oceanic atmospheric administration state ocean could rise foot worsecase scenario namely complete collapse wais effect would foot sea level rise u miami one vulnerable place rising sea million american would see home permanently flooded sea level rise foot sea level rise foot million american would see home permanently flooded new study predicts many million american coastal area relocate sea level rise foot meter expect likely scenario addition sealevel rise global warming contributing increase spread insectborne illness cropdamaging pest example disease zika dengue fever chikungunya transmitted mosquito pick disease biting infected people spreading people subsequent bite research shown warmer temperature shorten incubation period mean disease spread rapidly warmer temperature also tend increase geographic range insect global warming also translates extreme weather event higher temperature mean increase energy atmosphere ocean energy drive weather cannot attribute particular storm global warming tie overall trend global warming make logical sense warm ocean water give birth intense weather generally hurricane cannot survive long sea surface cooler f c longer ocean water stay f opportunity hurricane blossom lastly global warming result drought flood water scarcity demand water tripled past year currently half billion people live waterstressed country number expected increase billion vast majority fresh water used agriculture u east coast much water supply come surface water whereas midwest get water supply combination surface water well water well water come underground aquifer ogallala aquifer present rate withdrawal part ogallala aquifer water available irrigation another year,Positive,0.9871,0,
2022-12-27 04:01:11+00:00,co earth thermostat carbon dioxide little nothing global warming co currently traced ppm one carbondioxide molecule every part atmosphere human contribute scant ppm total co accumulated year co hold heat second enough drive climate change thermodynamically impossible also bear mind water vapor earth abundant effective greenhouse gas co earth chg water vapor earth ghg hold heat far longer co lastly co increase temperature rise eg el nino ocean degas conversely co level drop temperature cool word co level influenced heat lack thereof therefore drive climate follow climate clearly co actually thermometer thermostat,Positive,0.7022,0,
2022-12-25 08:20:00+00:00,,Neutral,0.0,0,
2022-12-23 22:57:24+00:00,,Neutral,0.0,0,
2023-01-06 17:20:49+00:00,kevin lay,Neutral,0.0,0,
2023-03-04 12:43:59+00:00,look phone case bitlyxmdtc think,Neutral,0.0,0,
2022-12-28 09:50:43+00:00,emen,Neutral,0.0,0,
2022-12-23 22:57:29+00:00,factvxrayy,Neutral,0.0,0,
2020-09-15 22:05:10+00:00,fault,Negative,-0.4019,1,
2020-09-15 22:05:05+00:00,show em,Neutral,0.0,0,
2020-09-15 21:59:55+00:00,,Neutral,0.0,4,
2020-09-15 21:56:22+00:00,iqbal badruddin,Neutral,0.0,0,
2020-09-15 21:52:54+00:00,real concern,Neutral,0.0,0,
2020-09-15 21:52:21+00:00,someone send trump,Neutral,0.0,0,1.0
2020-09-15 21:44:55+00:00,anneliese garcia,Neutral,0.0,0,
2020-09-16 16:27:14+00:00,like government denies global warming well issue issue cut federal funding park throughout united state several year ago theyve never got funding properly back thats many closed road throughout force industry cant even get access place stop wood gathering wood cutting everything save one f squirrel f christ sake open land back people back collect firewood got keep happening get government fault cutting funding forestry department took place year ago never recuperated forgotten,Positive,0.2654,0,
2020-09-15 22:30:56+00:00,people want leave mother earth colonize planet take care one weve got first take cant take care mother earth supposed take care another planet question mother nature angry right mankind way treat time wake late pray late already,Positive,0.886,2,
2020-09-15 23:13:39+00:00,imagine working nasa life study spend day reading jeff explaining baptism degree climate always changed still answer calmly go beyond patience sanctity,Positive,0.3182,15,11.0
2023-12-14 17:17:36+00:00,yes u mean temperature anomaly bit november appears noaa stats declining steadily last year map also appears show warmer temperature recently distributed equitably florida california warm weather arctic,Positive,0.7003,13,42.0
2023-12-14 17:07:49+00:00,oh well least c,Positive,0.2732,3,3.0
2023-12-14 16:55:04+00:00,c paris agreement red line dead c red line life support dr james hansen,Positive,0.1531,16,
2023-12-14 16:51:06+00:00,presume burst heat el nino related least hope otherwise may passed climatic tipping point,Negative,-0.3412,1,9.0
2023-12-14 16:37:46+00:00,fear keep cry wolf wolf appears one care,Negative,-0.4767,13,6.0
2023-12-14 16:31:36+00:00,cause de lactivit humaine et pourtant cela ne gne personne que nous soyons milliard sur terre en,Neutral,0.0,2,1.0
2023-12-14 16:31:22+00:00,going hottest december record,Neutral,0.0,13,25.0
2023-12-14 16:25:05+00:00,terra tem ano nem milho de ano nosso planeta tem mil milhes de ano h milhes de ano durante um recuo sem precedentes do glaciares indica que temperaturas aumentaram significativamente perto final neoproterozico atingindo uma mdia global superior quando mdia global de hoje inferior ao reconstruir temperaturas fanerozico ou aproximadamente ltimo meio milho de ano temperaturas quentes dominaram maior parte desse tempo com temperaturas globais subir repetidamente acima do e do de temperatura medium h cerca de milhes de ano perto equador temperatura mdia estava no impossibilitando vida nessa regioa terra tem ano nem milho de ano nosso planeta tem mil milhes de ano h milhes de ano durante um recuo sem precedentes do glaciares indica que temperaturas aumentaram significativamente perto final neoproterozico atingindo uma mdia global superior quando mdia global de hoje inferior ao reconstruir temperaturas fanerozico ou aproximadamente ltimo meio milho de ano temperaturas quentes dominaram maior parte desse tempo com temperaturas globais subir repetidamente acima do e do de temperatura medium h cerca de milhes de ano perto equador temperatura mdia estava no impossibilitando vida nessa regio,Negative,-0.2023,0,6.0
2023-12-14 16:24:32+00:00,opinion thing physical global temperature secondly nasa involved ranking year based global temperature made different datasets year opinion ranking credible dataset input year year,Neutral,0.0,11,58.0
2023-12-14 16:17:28+00:00,waiting science illiterate come tell u scam math chemistry eludes,Negative,-0.5719,46,3.0
2023-12-14 16:14:23+00:00,gosh people warning literally exact scenario dunno year,Negative,-0.34,32,3.0
2022-12-22 20:57:23+00:00,denier simply care fear u human done irreparable damage earth arrogance indifference greed going perpetuate,Negative,-0.9001,2,
2022-12-22 20:45:56+00:00,second order trend,Neutral,0.0,3,
2022-12-22 20:15:43+00:00,destabilization polar vortex probably due global warming loss sea ice cause warming higher latitude causing polar vortex dip lower latitude,Negative,-0.3182,0,
2022-12-22 19:50:20+00:00,clue adjective global always spatial therefore local variation cold warm overall global trend year unequivocally upwards,Positive,0.2263,1,1.0
2022-12-22 19:39:27+00:00,world population increasing exponential curve people around make mess thing,Negative,-0.3612,3,7.0
2022-12-22 18:08:10+00:00,definitely case last snowy christmas year ago,Positive,0.4019,0,
2022-12-22 18:05:58+00:00,solution back nature,Positive,0.3182,0,
2022-12-22 17:55:09+00:00,dont use hot day summer evidence getting warmer,Positive,0.296,3,3.0
2022-12-22 17:54:41+00:00,also climate change involves severe weather kind,Positive,0.2023,0,
2022-12-22 17:51:29+00:00,cold temperature ignoring change albedo earth heating faster radiation space less incoming radiation top atmosphere without cold,Negative,-0.2878,0,
2022-12-22 17:46:40+00:00,thank happen global temperature graph last year,Positive,0.3612,1,2.0
2022-12-22 17:44:23+00:00,ice fire documentary present explanation cyclical extreme result global warming,Negative,-0.2023,0,
2022-12-22 17:41:51+00:00,denier continue denier lack ability process scientific data thats different believe fact,Negative,-0.6124,6,
2022-12-22 17:21:37+00:00,one hope peak,Positive,0.4404,0,
2022-12-22 17:19:51+00:00,error margin temperature estimation year ago,Negative,-0.4019,1,5.0
2022-12-22 17:12:57+00:00,volenteerly help reducing globall warming,Positive,0.5106,3,
2022-12-22 17:01:12+00:00,sergio yepes,Neutral,0.0,1,
2022-12-22 17:00:08+00:00,experiencing severe abnormal weather pattern climate change real threat sadly believe late,Negative,-0.8316,12,1.0
